Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,747,Research & Development,11,2,Life Sciences,1,725,4,Female,57,3,2,Research Scientist,2,Single,5108,7734,4,Y,No,19,3,3,80,0,12,3,4,9,4,0,2
47,No,Travel_Rarely,606,Research & Development,2,4,Marketing,1,726,4,Male,54,3,2,Manufacturing Director,4,Single,3105,7011,0,Y,Yes,17,3,1,80,1,10,6,3,0,0,0,0
20,No,Travel_Rarely,774,Sales,14,3,Life Sciences,1,727,2,Female,68,4,3,Sales Executive,4,Married,6013,23723,4,Y,No,19,3,4,80,2,31,3,2,2,2,1,0
33,No,Non-Travel,908,Research & Development,17,4,Other,1,728,1,Male,78,2,4,Healthcare Representative,2,Married,9754,13919,2,Y,No,20,3,4,80,2,6,4,3,5,0,0,5
38,No,Travel_Rarely,142,Sales,22,3,Life Sciences,1,729,3,Female,33,2,2,Sales Executive,4,Divorced,5658,9400,4,Y,No,11,3,2,80,3,6,2,3,6,1,1,6
41,Yes,Travel_Rarely,485,Sales,1,3,Other,1,730,3,Male,81,3,3,Sales Executive,2,Divorced,7250,16356,2,Y,Yes,16,3,2,80,1,15,1,3,11,4,0,2
32,No,Travel_Rarely,987,Sales,3,3,Medical,1,731,4,Male,97,4,2,Sales Representative,4,Divorced,4359,13219,9,Y,No,12,4,3,80,0,6,3,3,6,6,0,2
37,No,Travel_Frequently,1416,Research & Development,17,1,Medical,1,732,3,Female,86,3,1,Research Scientist,2,Single,2566,7895,1,Y,No,18,4,1,80,0,8,2,3,8,8,1,6
18,Yes,Travel_Rarely,284,Research & Development,1,4,Other,1,733,2,Male,42,1,1,Laboratory Technician,4,Divorced,2395,25223,9,Y,Yes,12,3,3,80,0,3,2,3,3,3,0,1
31,No,Travel_Frequently,865,Research & Development,1,3,Other,1,734,2,Female,94,3,2,Research Scientist,1,Married,5402,17592,0,Y,No,11,3,2,80,1,14,3,3,7,4,5,4
41,No,Travel_Rarely,1165,Research & Development,18,5,Medical,1,735,2,Male,92,3,2,Healthcare Representative,4,Married,3799,26741,4,Y,Yes,11,3,4,80,3,14,2,3,14,6,1,4
28,No,Travel_Rarely,1350,Research & Development,3,3,Life Sciences,1,736,2,Female,54,3,1,Manager,3,Married,1855,4386,2,Y,No,13,3,4,80,0,8,3,3,8,0,3,2
37,No,Travel_Rarely,1410,Research & Development,4,4,Medical,1,737,1,Male,52,3,2,Laboratory Technician,3,Single,5308,23152,6,Y,No,18,3,3,80,2,16,2,3,12,5,2,3
41,No,Travel_Frequently,239,Research & Development,5,1,Medical,1,738,2,Male,59,3,2,Healthcare Representative,2,Single,4464,17071,5,Y,No,15,3,3,80,1,0,4,3,0,0,0,0
33,No,Travel_Rarely,436,Research & Development,16,3,Medical,1,739,1,Female,90,3,1,Laboratory Technician,4,Divorced,3602,11519,6,Y,No,11,3,4,80,0,6,2,3,4,3,1,4
38,No,Travel_Rarely,239,Research & Development,3,4,Medical,1,740,2,Female,36,3,2,Manager,2,Married,3962,18671,0,Y,Yes,22,3,4,80,1,9,3,3,4,2,0,4
28,No,Travel_Rarely,589,Research & Development,20,4,Life Sciences,1,741,4,Female,83,3,1,Healthcare Representative,3,Married,2456,14713,6,Y,No,17,3,4,80,1,2,0,3,2,2,1,1
35,No,Travel_Rarely,677,Research & Development,8,4,Marketing,1,742,2,Female,46,3,5,Healthcare Representative,2,Married,9762,26705,1,Y,No,17,3,1,80,2,0,4,1,0,0,0,0
42,No,Travel_Rarely,730,Research & Development,6,2,Marketing,1,743,3,Female,89,2,4,Research Scientist,4,Divorced,8505,15933,0,Y,Yes,19,4,2,80,1,8,3,4,8,6,0,5
38,No,Travel_Rarely,1271,Research & Development,3,5,Life Sciences,1,744,4,Male,95,3,3,Manager,1,Married,5317,7291,1,Y,No,11,3,4,80,0,15,2,2,15,5,1,0
31,No,Travel_Rarely,999,Sales,2,5,Medical,1,745,3,Male,67,3,1,Sales Representative,2,Married,2109,25666,2,Y,No,11,3,3,80,2,19,2,3,4,4,2,4
39,No,Non-Travel,510,Research & Development,8,1,Medical,1,746,4,Male,42,3,3,Laboratory Technician,2,Single,5350,16052,5,Y,Yes,17,4,1,80,3,7,2,3,5,5,5,2
43,Yes,Travel_Rarely,1210,Research & Development,5,4,Marketing,1,747,1,Male,81,2,4,Healthcare Representative,3,Single,9055,10530,1,Y,Yes,12,3,1,80,1,16,3,2,8,0,0,0
18,No,Travel_Rarely,1134,Research & Development,21,2,Life Sciences,1,748,4,Female,81,3,3,Laboratory Technician,2,Divorced,7073,5560,1,Y,Yes,14,3,4,80,0,15,3,3,5,5,1,4
47,No,Travel_Rarely,960,Research & Development,6,4,Medical,1,749,4,Male,61,1,1,Healthcare Representative,3,Married,1115,14053,4,Y,No,14,3,4,80,0,19,2,2,0,0,0,0
33,No,Travel_Frequently,1214,Research & Development,6,3,Life Sciences,1,750,4,Female,38,2,3,Research Scientist,4,Married,7567,18137,9,Y,No,11,3,3,80,0,8,3,3,3,3,0,3
40,No,Travel_Rarely,1214,Sales,4,5,Medical,1,751,1,Male,46,4,4,Sales Representative,4,Married,10497,7306,3,Y,No,13,3,4,80,0,0,4,2,0,0,0,0
47,No,Travel_Rarely,320,Human Resources,14,1,Marketing,1,752,2,Female,69,3,3,Human Resources,3,Divorced,6536,26598,4,Y,No,18,4,3,80,2,11,0,3,11,1,0,3
24,Yes,Travel_Rarely,943,Research & Development,4,3,Marketing,1,753,2,Male,83,3,3,Research Scientist,1,Married,5987,8039,3,Y,No,17,3,4,80,0,3,2,3,0,0,0,0
30,No,Travel_Rarely,451,Research & Development,2,3,Life Sciences,1,754,3,Male,83,4,2,Laboratory Technician,4,Married,6759,23973,5,Y,No,18,3,3,80,1,5,3,4,0,0,0,0
34,Yes,Travel_Rarely,506,Sales,17,3,Medical,1,755,4,Female,57,3,2,Sales Executive,1,Married,3444,8413,9,Y,Yes,18,3,1,80,1,8,3,4,7,5,0,6
29,Yes,Travel_Rarely,1286,Research & Development,8,3,Other,1,756,2,Male,79,3,1,Manufacturing Director,4,Single,2516,14571,3,Y,No,16,3,3,80,2,8,0,2,0,0,0,0
52,No,Travel_Rarely,144,Research & Development,8,2,Life Sciences,1,757,3,Male,47,2,3,Laboratory Technician,2,Divorced,6643,20259,2,Y,No,16,3,3,80,0,11,2,3,4,4,3,1
29,No,Travel_Frequently,359,Research & Development,8,4,Technical Degree,1,758,4,Male,42,2,1,Manufacturing Director,3,Divorced,3576,16393,6,Y,No,15,4,3,80,1,15,1,2,0,0,0,0
32,No,Travel_Frequently,1284,Research & Development,11,5,Marketing,1,759,3,Male,62,3,2,Laboratory Technician,2,Divorced,4787,19093,8,Y,No,12,4,1,80,0,8,3,1,8,6,1,0
38,No,Travel_Rarely,1257,Research & Development,3,4,Marketing,1,760,4,Male,44,3,2,Laboratory Technician,4,Divorced,4101,22641,1,Y,No,11,3,4,80,0,13,3,2,2,2,2,2
26,No,Travel_Rarely,953,Sales,1,4,Life Sciences,1,761,4,Female,67,3,2,Sales Representative,1,Divorced,3739,16753,3,Y,No,12,3,2,80,0,11,2,4,11,2,0,3
33,Yes,Non-Travel,1170,Research & Development,14,3,Life Sciences,1,762,1,Male,35,2,1,Research Scientist,3,Married,2226,23752,5,Y,Yes,13,3,2,80,1,17,2,4,13,3,0,0
39,Yes,Travel_Frequently,1446,Sales,1,3,Other,1,763,3,Male,74,3,3,Sales Representative,1,Divorced,5694,13590,3,Y,No,12,4,3,80,0,9,2,2,3,3,3,3
34,No,Travel_Rarely,1115,Research & Development,11,3,Life Sciences,1,764,2,Male,88,3,4,Healthcare Representative,4,Married,8538,3625,2,Y,Yes,16,3,3,80,1,10,4,2,0,0,0,0
36,No,Travel_Rarely,1319,Sales,1,1,Life Sciences,1,765,3,Female,77,4,1,Sales Representative,4,Single,2048,16533,4,Y,No,15,3,3,80,0,8,2,2,5,0,0,0
32,Yes,Non-Travel,1388,Research & Development,4,4,Medical,1,766,4,Female,70,3,1,Manufacturing Director,3,Married,1304,23039,1,Y,Yes,16,3,4,80,3,9,3,3,6,5,1,0
23,Yes,Travel_Rarely,536,Research & Development,1,2,Life Sciences,1,767,4,Male,84,4,1,Healthcare Representative,3,Divorced,3504,18281,2,Y,Yes,16,3,3,80,1,5,4,3,5,4,3,5
39,No,Travel_Frequently,631,Research & Development,6,4,Technical Degree,1,768,3,Male,90,1,4,Research Scientist,4,Married,8101,8665,9,Y,No,19,3,3,80,2,4,4,2,2,1,2,0
52,No,Travel_Rarely,1422,Research & Development,9,1,Medical,1,769,2,Male,31,1,2,Research Scientist,3,Divorced,3485,3869,4,Y,No,14,3,4,80,0,16,3,3,11,0,3,5
37,No,Travel_Rarely,170,Research & Development,1,4,Human Resources,1,770,2,Female,31,3,2,Laboratory Technician,3,Single,4365,18379,7,Y,Yes,18,3,1,80,2,3,2,3,3,3,1,1
39,No,Travel_Rarely,1150,Sales,4,2,Technical Degree,1,771,3,Female,39,4,1,Sales Representative,3,Married,2554,9230,6,Y,No,16,3,3,80,1,8,4,4,4,4,4,2
43,No,Travel_Rarely,669,Research & Development,23,1,Life Sciences,1,772,1,Female,68,3,3,Research Scientist,4,Married,5102,12775,4,Y,No,18,3,4,80,0,18,3,3,2,0,1,2
25,Yes,Travel_Rarely,614,Sales,5,4,Life Sciences,1,773,3,Male,31,4,4,Sales Executive,1,Single,8765,17153,6,Y,Yes,20,3,1,80,1,8,3,3,5,0,1,5
52,No,Travel_Frequently,284,Research & Development,14,2,Marketing,1,774,1,Male,94,2,4,Manager,4,Single,7662,11435,1,Y,No,17,3,3,80,1,16,1,3,2,2,2,1
38,No,Travel_Rarely,155,Research & Development,23,4,Medical,1,775,2,Male,95,3,3,Healthcare Representative,3,Single,7868,22184,4,Y,No,15,3,4,80,3,6,0,3,6,6,1,0
51,Yes,Travel_Frequently,1206,Sales,29,3,Other,1,776,2,Male,81,3,1,Sales Executive,1,Divorced,2919,7249,3,Y,No,15,4,3,80,1,3,3,3,3,3,0,3
30,No,Travel_Rarely,261,Sales,20,1,Marketing,1,777,4,Male,73,3,1,Sales Executive,4,Single,2180,25883,3,Y,No,13,3,3,80,0,0,5,3,0,0,0,0
53,No,Travel_Rarely,839,Research & Development,3,4,Life Sciences,1,778,4,Male,63,3,1,Healthcare Representative,3,Single,1903,15647,1,Y,No,13,3,4,80,0,20,4,4,17,0,1,3
43,No,Travel_Rarely,365,Research & Development,29,3,Human Resources,1,779,2,Female,74,3,1,Manufacturing Director,1,Single,2416,23824,1,Y,No,18,3,2,80,1,3,4,2,3,3,0,3
41,No,Non-Travel,722,Research & Development,15,4,Life Sciences,1,780,1,Male,61,3,1,Research Scientist,3,Married,2990,15808,1,Y,Yes,11,3,1,80,0,16,3,1,13,8,0,2
39,No,Travel_Rarely,1107,Research & Development,16,3,Life Sciences,1,781,3,Female,34,3,2,Research Scientist,4,Married,4479,16684,3,Y,Yes,20,3,4,80,1,4,2,3,4,4,0,1
34,No,Travel_Rarely,1434,Research & Development,1,3,Marketing,1,782,2,Male,92,2,2,Manager,4,Married,4326,17385,9,Y,No,14,3,4,80,1,20,3,3,5,5,0,4
47,No,Non-Travel,1169,Sales,27,3,Technical Degree,1,783,3,Female,98,3,5,Sales Representative,4,Married,10546,18560,8,Y,No,25,4,3,80,3,26,3,3,6,6,2,5
38,No,Travel_Rarely,302,Research & Development,13,2,Medical,1,784,4,Female,83,3,3,Healthcare Representative,4,Single,6016,25272,1,Y,No,12,3,3,80,1,0,3,4,0,0,0,0
19,No,Travel_Frequently,1409,Sales,13,3,Life Sciences,1,785,3,Female,67,3,4,Sales Representative,1,Married,8225,13666,1,Y,Yes,15,3,4,80,1,3,5,3,3,3,0,3
26,No,Travel_Frequently,248,Research & Development,1,3,Life Sciences,1,786,3,Female,38,3,3,Manufacturing Director,3,Divorced,4831,12865,0,Y,Yes,13,3,4,80,0,16,2,2,1,1,1,1
35,No,Travel_Rarely,812,Research & Development,2,3,Life Sciences,1,787,3,Female,90,3,1,Manufacturing Director,4,Single,3278,7030,2,Y,No,12,3,2,80,0,14,0,3,0,0,0,0
39,No,Travel_Rarely,1309,Research & Development,29,3,Life Sciences,1,788,4,Male,50,3,3,Laboratory Technician,2,Married,6739,19585,6,Y,No,18,3,1,80,2,16,4,3,10,1,0,2
36,No,Non-Travel,648,Research & Development,6,4,Life Sciences,1,789,4,Male,65,3,2,Laboratory Technician,3,Single,3881,4168,7,Y,Yes,11,3,3,80,3,6,2,2,6,4,0,3
47,No,Travel_Rarely,1334,Human Resources,4,1,Medical,1,790,3,Female,30,3,3,Human Resources,3,Single,8018,26215,1,Y,No,12,3,4,80,1,24,3,2,11,3,5,0
19,Yes,Travel_Rarely,973,Sales,16,3,Other,1,791,2,Female,51,3,2,Sales Representative,2,Married,4569,6568,1,Y,No,17,4,4,80,2,11,4,1,7,0,0,3
38,No,Travel_Rarely,676,Research & Development,1,3,Life Sciences,1,792,3,Female,44,4,5,Manufacturing Director,4,Married,9671,12210,1,Y,No,17,3,4,80,1,2,2,3,2,0,2,2
20,No,Travel_Rarely,183,Research & Development,4,1,Life Sciences,1,793,2,Male,75,4,2,Healthcare Representative,3,Single,5185,17783,2,Y,No,11,3,4,80,3,9,4,4,9,3,0,6
43,No,Travel_Frequently,364,Research & Development,4,2,Technical Degree,1,794,3,Male,94,2,2,Manufacturing Director,3,Single,4818,10666,6,Y,No,17,4,3,80,0,2,2,3,2,2,0,2
36,No,Non-Travel,1024,Sales,3,1,Marketing,1,795,3,Female,35,2,5,Sales Representative,4,Divorced,10815,2730,4,Y,No,15,3,3,80,1,22,4,4,1,1,0,1
40,No,Non-Travel,1164,Research & Development,3,5,Other,1,796,1,Female,69,3,1,Research Director,3,Divorced,2159,2893,5,Y,No,11,3,4,80,1,6,1,2,0,0,0,0
29,No,Non-Travel,387,Human Resources,2,4,Life Sciences,1,797,2,Male,64,3,3,Human Resources,1,Divorced,6860,22490,3,Y,No,12,3,4,80,1,14,3,4,4,1,4,2
48,No,Travel_Rarely,124,Research & Development,1,1,Life Sciences,1,798,3,Male,90,2,3,Research Director,3,Married,6290,18760,1,Y,No,11,4,3,80,0,7,3,3,6,4,6,2
46,No,Travel_Frequently,404,Research & Development,9,1,Medical,1,799,4,Male,52,3,4,Laboratory Technician,4,Married,8944,22787,1,Y,No,21,3,1,80,1,6,3,3,5,5,5,5
42,No,Travel_Rarely,307,Human Resources,22,4,Medical,1,800,3,Male,49,3,5,Human Resources,4,Married,8976,20524,0,Y,No,18,3,4,80,1,0,3,4,0,0,0,0
35,No,Travel_Rarely,196,Research & Development,6,3,Medical,1,801,4,Male,57,4,5,Research Scientist,4,Single,10152,25151,5,Y,No,11,3,3,80,0,15,5,3,15,0,3,0
42,No,Travel_Frequently,576,Sales,3,4,Medical,1,802,2,Male,66,4,1,Sales Executive,4,Married,3877,19332,6,Y,No,17,4,3,80,1,20,3,4,5,0,2,5
30,No,Travel_Rarely,238,Research & Development,1,4,Life Sciences,1,803,3,Female,36,2,4,Manufacturing Director,2,Married,7886,2710,5,Y,No,12,3,3,80,1,4,5,4,4,4,3,4
44,No,Non-Travel,252,Research & Development,15,3,Medical,1,804,3,Male,78,2,3,Research Director,4,Single,6016,21708,0,Y,Yes,18,3,4,80,2,0,3,3,0,0,0,0
51,No,Travel_Rarely,804,Research & Development,29,2,Medical,1,805,3,Male,53,3,3,Manager,4,Divorced,6141,4182,5,Y,Yes,13,3,2,80,1,16,3,3,0,0,0,0
46,No,Travel_Frequently,303,Research & Development,3,4,Medical,1,806,1,Female,42,1,1,Manufacturing Director,2,Single,1528,22351,0,Y,No,13,3,4,80,0,0,2,2,0,0,0,0
30,No,Travel_Rarely,1044,Human Resources,3,5,Medical,1,807,3,Female,36,2,3,Manager,1,Married,4733,26150,1,Y,No,13,3,2,80,1,19,6,3,4,4,4,0
40,No,Travel_Rarely,1375,Human Resources,8,3,Medical,1,808,2,Female,44,4,5,Human Resources,4,Single,10315,23092,2,Y,No,12,3,2,80,0,4,0,3,4,3,2,3
25,No,Travel_Rarely,175,Research & Development,13,4,Life Sciences,1,809,2,Male,52,3,4,Research Director,4,Married,8608,3138,2,Y,No,19,3,3,80,1,3,2,3,3,3,3,3
42,No,Travel_Rarely,1447,Sales,5,3,Life Sciences,1,810,4,Female,98,3,2,Sales Executive,4,Single,4457,19123,6,Y,No,18,3,4,80,0,12,2,3,12,1,1,3
41,Yes,Travel_Rarely,650,Human Resources,8,3,Medical,1,811,2,Male,89,3,1,Human Resources,4,Single,2384,19418,4,Y,No,15,3,4,80,1,3,2,4,3,3,2,3
20,No,Non-Travel,738,Research & Development,11,4,Life Sciences,1,812,2,Female,39,2,2,Laboratory Technician,3,Married,4534,14623,1,Y,Yes,18,3,4,80,0,6,5,1,6,3,6,5
26,No,Travel_Rarely,1101,Sales,29,4,Medical,1,813,3,Female,80,3,4,Sales Executive,3,Married,9318,18820,1,Y,No,11,3,4,80,0,13,2,3,7,5,0,4
34,No,Travel_Rarely,1099,Human Resources,1,3,Technical Degree,1,814,4,Male,93,3,3,Human Resources,3,Married,6347,3760,1,Y,No,11,3,1,80,3,0,5,4,0,0,0,0
34,Yes,Travel_Rarely,1291,Research & Development,29,4,Life Sciences,1,815,3,Male,85,3,2,Research Scientist,1,Single,4040,4558,1,Y,Yes,16,3,1,80,3,22,3,3,0,0,0,0
26,No,Travel_Rarely,1126,Research & Development,4,2,Life Sciences,1,816,4,Male,61,3,1,Laboratory Technician,4,Married,2275,2131,1,Y,No,17,3,3,80,1,11,4,2,0,0,0,0
40,No,Travel_Rarely,1463,Research & Development,11,2,Other,1,817,4,Female,52,3,2,Manager,3,Married,4963,22909,5,Y,No,15,3,2,80,0,1,3,2,1,0,1,1
39,No,Travel_Rarely,392,Research & Development,7,3,Life Sciences,1,818,2,Male,83,4,2,Laboratory Technician,3,Single,5629,16902,1,Y,Yes,11,3,4,80,2,3,2,1,3,1,1,3
35,No,Travel_Rarely,172,Sales,6,2,Life Sciences,1,819,3,Female,99,3,5,Sales Executive,3,Divorced,9997,12446,6,Y,Yes,11,3,4,80,3,17,3,3,5,5,1,2
30,No,Travel_Frequently,209,Research & Development,10,3,Life Sciences,1,820,2,Male,90,3,3,Research Scientist,3,Married,6579,18728,2,Y,No,16,4,4,80,2,15,3,3,4,0,1,0
46,No,Travel_Rarely,699,Research & Development,4,2,Marketing,1,821,4,Male,49,4,2,Research Director,1,Married,4770,23485,1,Y,No,23,3,2,80,1,20,2,4,19,3,0,2
51,No,Travel_Rarely,1306,Sales,1,4,Life Sciences,1,822,1,Female,82,2,2,Sales Executive,2,Divorced,3705,25716,2,Y,Yes,19,3,3,80,0,6,2,3,2,2,1,2
32,Yes,Travel_Rarely,1150,Research & Development,6,4,Medical,1,823,2,Female,44,1,1,Research Scientist,1,Divorced,2516,18741,4,Y,Yes,20,3,3,80,0,13,2,3,12,3,0,2
31,No,Travel_Rarely,1276,Research & Development,6,3,Medical,1,824,4,Female,58,2,5,Manufacturing Director,2,Divorced,9327,25005,3,Y,No,16,3,2,80,2,13,2,3,7,5,5,4
41,No,Travel_Frequently,1390,Research & Development,2,2,Life Sciences,1,825,3,Male,99,3,2,Research Scientist,4,Married,3084,7980,0,Y,No,16,3,3,80,2,15,3,3,6,1,0,3
33,Yes,Travel_Rarely,304,Research & Development,24,3,Life Sciences,1,826,3,Male,94,3,2,Research Scientist,1,Married,4793,7199,7,Y,No,11,3,3,80,1,18,2,4,14,0,1,5
35,Yes,Travel_Rarely,1345,Research & Development,2,5,Marketing,1,827,3,Male,91,3,2,Research Scientist,2,Single,4192,3715,0,Y,Yes,18,3,3,80,0,5,3,3,5,5,5,1
43,No,Travel_Rarely,670,Research & Development,4,3,Medical,1,828,2,Male,99,3,3,Research Scientist,3,Married,6661,20231,8,Y,No,14,3,3,80,1,10,6,3,5,5,4,4
19,No,Non-Travel,1207,Research & Development,1,1,Life Sciences,1,829,3,Male,45,4,3,Research Scientist,3,Divorced,6485,22060,0,Y,No,17,3,1,80,1,6,2,3,6,6,2,2
48,No,Travel_Rarely,265,Research & Development,6,1,Life Sciences,1,830,3,Female,83,3,3,Laboratory Technician,1,Married,5718,19635,5,Y,No,15,3,3,80,1,10,3,3,9,0,1,0
37,No,Travel_Rarely,1031,Sales,3,3,Medical,1,831,4,Male,36,4,2,Sales Representative,4,Divorced,4463,7602,3,Y,No,15,3,2,80,1,15,2,3,7,6,0,3
33,No,Travel_Rarely,1394,Research & Development,6,2,Technical Degree,1,832,2,Male,89,4,2,Manufacturing Director,4,Married,3513,12051,3,Y,No,14,4,1,80,0,0,2,2,0,0,0,0
36,No,Travel_Rarely,1308,Sales,2,4,Life Sciences,1,833,4,Male,39,3,1,Sales Executive,2,Married,3612,22634,0,Y,No,15,3,2,80,0,18,3,2,2,2,0,0
36,No,Travel_Rarely,281,Sales,1,4,Medical,1,834,3,Male,82,2,3,Sales Executive,2,Divorced,5415,22313,1,Y,No,18,3,2,80,1,3,2,1,3,3,3,3
21,Yes,Non-Travel,699,Research & Development,13,2,Life Sciences,1,835,1,Female,37,2,1,Manager,4,Married,2343,7955,5,Y,No,11,3,3,80,1,8,2,3,3,1,0,3
50,No,Travel_Rarely,573,Research & Development,9,3,Life Sciences,1,836,4,Male,66,3,3,Laboratory Technician,4,Divorced,5666,13827,7,Y,No,11,3,1,80,0,19,2,2,12,6,2,10
37,No,Travel_Frequently,1236,Research & Development,3,2,Life Sciences,1,837,1,Male,33,3,4,Research Scientist,4,Married,8956,13542,3,Y,No,16,4,3,80,0,13,4,2,6,2,0,2
40,No,Travel_Rarely,1170,Research & Development,1,4,Marketing,1,838,4,Male,52,2,4,Research Director,1,Married,8234,21581,2,Y,No,20,4,4,80,1,13,3,3,0,0,0,0
45,No,Travel_Rarely,633,Research & Development,18,3,Life Sciences,1,839,4,Female,38,3,2,Research Scientist,3,Married,4085,6846,0,Y,Yes,20,3,3,80,1,2,5,3,2,2,1,0
27,No,Non-Travel,710,Research & Development,1,3,Technical Degree,1,840,2,Female,67,3,2,Laboratory Technician,3,Divorced,5182,16359,4,Y,No,11,3,4,80,1,3,4,3,0,0,0,0
41,Yes,Travel_Rarely,532,Sales,24,3,Marketing,1,841,2,Female,74,3,1,Sales Executive,2,Married,2523,19523,1,Y,Yes,13,3,3,80,1,17,2,3,4,4,0,1
34,No,Travel_Rarely,1483,Research & Development,5,3,Technical Degree,1,842,3,Male,74,3,3,Healthcare Representative,3,Single,6913,10109,0,Y,No,11,3,3,80,1,6,0,2,6,2,1,2
44,No,Non-Travel,1184,Sales,3,3,Life Sciences,1,843,2,Male,47,3,4,Sales Executive,3,Married,7714,21335,4,Y,Yes,13,3,4,80,1,7,2,2,6,6,0,0
18,Yes,Non-Travel,1076,Human Resources,12,3,Life Sciences,1,844,3,Female,75,3,1,Manager,2,Married,1376,3196,2,Y,No,18,3,3,80,0,17,3,3,17,5,0,6
36,No,Travel_Frequently,1076,Sales,18,3,Other,1,845,2,Female,31,3,2,Sales Representative,4,Single,4585,9397,0,Y,No,14,3,4,80,1,3,3,3,3,0,1,3
31,No,Travel_Frequently,325,Research & Development,4,3,Marketing,1,846,3,Female,77,3,4,Research Scientist,4,Married,8244,24923,1,Y,No,13,3,3,80,0,12,2,3,10,1,0,6
40,Yes,Travel_Rarely,911,Sales,4,2,Technical Degree,1,847,1,Female,46,3,4,Sales Executive,2,Single,9001,24480,4,Y,No,16,3,3,80,2,11,1,2,0,0,0,0
41,No,Travel_Rarely,290,Human Resources,5,2,Life Sciences,1,848,4,Male,45,2,1,Human Resources,4,Married,2436,20090,0,Y,No,12,3,4,80,2,10,0,4,4,4,4,4
30,No,Travel_Frequently,160,Research & Development,22,3,Life Sciences,1,849,4,Female,74,3,2,Laboratory Technician,1,Divorced,4664,20043,6,Y,No,20,3,2,80,0,7,4,3,4,4,1,0
30,No,Non-Travel,1133,Research & Development,10,3,Marketing,1,850,3,Female,77,3,1,Laboratory Technician,4,Married,1201,5449,1,Y,No,15,3,2,80,0,6,5,2,2,2,0,2
36,No,Travel_Rarely,926,Sales,2,3,Life Sciences,1,851,4,Female,53,2,1,Sales Representative,1,Divorced,4010,12662,0,Y,Yes,13,4,2,80,0,3,1,2,2,2,0,2
28,Yes,Travel_Rarely,507,Research & Development,1,4,Medical,1,852,2,Male,94,3,4,Research Director,1,Married,8368,4601,5,Y,No,17,3,3,80,1,14,2,4,0,0,0,0
44,No,Travel_Rarely,715,Sales,2,1,Medical,1,853,1,Male,62,2,4,Sales Representative,3,Divorced,9058,20678,3,Y,No,18,3,2,80,0,6,1,3,0,0,0,0
33,No,Travel_Rarely,1146,Research & Development,2,2,Life Sciences,1,854,3,Male,33,2,3,Laboratory Technician,3,Single,5831,22482,1,Y,Yes,20,4,3,80,1,17,4,3,12,0,2,3
18,No,Travel_Rarely,485,Sales,2,2,Life Sciences,1,855,3,Male,30,3,1,Sales Representative,4,Single,2746,13058,2,Y,No,14,3,4,80,1,9,5,3,6,0,2,0
33,No,Travel_Frequently,513,Sales,9,3,Life Sciences,1,856,3,Male,62,2,4,Sales Representative,2,Divorced,7457,24288,0,Y,No,18,3,4,80,1,3,2,3,3,3,0,3
27,No,Travel_Rarely,1430,Sales,1,3,Life Sciences,1,857,4,Female,91,1,2,Sales Representative,2,Married,4861,11092,4,Y,No,15,3,3,80,2,9,2,3,6,2,2,4
22,No,Travel_Rarely,829,Research & Development,4,4,Medical,1,858,4,Male,32,3,2,Research Scientist,3,Single,4215,16916,2,Y,No,12,4,4,80,1,8,2,3,8,4,1,1
25,No,Travel_Rarely,1435,Research & Development,8,2,Life Sciences,1,859,3,Male,74,3,2,Research Director,3,Divorced,4523,22261,4,Y,No,12,3,3,80,2,18,3,3,7,4,1,0
37,Yes,Travel_Rarely,332,Sales,3,3,Life Sciences,1,860,4,Male,50,3,1,Sales Executive,2,Married,3058,17427,3,Y,Yes,11,3,3,80,0,8,3,1,8,4,3,8
48,No,Travel_Rarely,337,Research & Development,1,4,Human Resources,1,861,1,Male,93,1,3,Laboratory Technician,4,Divorced,5513,13315,4,Y,Yes,12,3,4,80,0,9,3,4,1,1,0,1
39,No,Travel_Rarely,764,Research & Development,1,4,Medical,1,862,1,Female,86,2,3,Research Scientist,4,Married,5952,2734,5,Y,No,18,3,4,80,1,20,5,3,3,0,0,3
31,Yes,Travel_Rarely,147,Research & Development,1,5,Life Sciences,1,863,4,Male,69,3,1,Manufacturing Director,4,Married,2865,8019,4,Y,Yes,17,3,4,80,1,14,1,2,9,5,4,1
41,No,Travel_Rarely,323,Research & Development,16,4,Marketing,1,864,3,Male,91,3,1,Research Director,4,Married,4178,22564,2,Y,Yes,11,3,2,80,0,22,4,4,18,6,0,0
32,No,Travel_Rarely,853,Research & Development,9,4,Other,1,865,3,Female,72,3,1,Research Scientist,2,Married,2389,13281,2,Y,No,11,3,3,80,1,19,2,4,15,6,0,6
30,No,Travel_Rarely,257,Research & Development,1,2,Life Sciences,1,866,2,Female,75,3,1,Laboratory Technician,4,Married,2972,4193,1,Y,No,11,4,4,80,0,4,2,4,4,0,2,4
26,No,Non-Travel,1220,Sales,4,2,Medical,1,867,3,Male,53,3,3,Sales Executive,3,Married,6414,12928,5,Y,No,12,3,3,80,2,17,3,3,7,4,2,2
